2024 - Tender Sebutharga Summary,,,,,,,Awarded to Gaia,PO from dealer,Cancelled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No ,Starting Date,Due Date,Institutions/University,Reference No,Bidding Title,SalesPerson,Product Brand,Product Model,Amount Value,Submitted Date,Submission Method,Success,Winning Company,Remark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,"5 June, 2024","7 June, 2024",Radicare BidAsia,8164,RMSB Microwave Digester,Thaqib,CEM,Replacement parts Mars 6,"RM5,944.00","6 June, 2024",Online Bidding,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,"29 May, 2024","7 June, 2024",USM,USMPT/INDUK/24/09794(S1),MEMBEKAL BAHAN REAGEN (DR NOR ADLIN) - O-RINGS,Choi,Kent Scientific ,Occlusion Cuff,"RM1,680.00","6 June, 2024",Online Bidding,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,"7 June, 2024","12 June, 2024",UKM,NETSDP202412079,"IUKC/8/2024 MEMBEKAL, MENGHANTAR, MEMASANG DAN MENGUJI LARI ALATAN MAKMAL BENCHTOP PH METER, UNIT KROMATOGRAFI CECAIR SMI, FST",Wan Han,Mettler Toledo,F20,"RM3,720.00","7 June, 2024",Online Bidding,No,BIO3 SCIENTIFIC SDN. BHD.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,"31 May, 2024","13 June, 2024",UMP,UMPSA/BEND/EBID.SH/2024(69),"SUPPLY, DELIVERY, INSTALLATION, TESTING, COMMISSIONING AND REPLACEMENT AN OBSOLETE GEL IMAGING SYSTEM FOR FACULTY OF INDUSTRIAL SCIENCES AND TECHNOLOGY, UNIVERSITI MALAYSIA PAHANG AL-SULTAN ABDULLAH
",ET Lim,Uvitec,Gel Imaging system,"RM79,000.00","12 June, 2024",Hardcopy by Hand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,"5 June, 2024","12 June, 2024",Institut Pentelidikan Veterinar,QT240000000016735,"MEMBEKAL, MENGHANTAR, MEMASANG, MENGUJILARI DAN MENTAULIAH SATU (1) UNIT REAL TIME PCR DAN DUA (2) UNIT BIOSATETY CABINET UNTUK PROJEK NAIKTARAF SEBUAH MAKMAL MINI BSL3 DAN SEBUAH MAKMAL BSL2 DI INSTITUT PENYELIDIKAN VETERINAR, IPOH",Choi,Nuaire,BSC,"RM102,600.00","12 June, 2024",Online Bidding,No,"	MIANTO SDN. BHD.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,"6 June, 2024","12 June, 2024",USIM,USIMDP202400463,PEROLEHAN BIOLOGICAL SAFETY CABINATE MAKMAL PENYELIDIKAN,ET Lim,Biobase,BSC,"RM29,900.00","11 June, 2024",Online Bidding,No,MYLAB SCIENTIFIC SDN BHD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,"12 June, 2024","14 June, 2024",USM,USMPT/INDUK/24/11239,HEATING BLOCK (NO.RUJUKAN: D201/2024/USMKI/077/744310/A1435/6),Megan,Grant,Heating block QBD2,"RM6,600.00","12 June, 2024",Online Bidding,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,"13 June, 2024","14 June, 2024",UKM,NETSDP202412652,"MEMBEKAL DAN MENGHANTAR BAHAN PENYELIDIKAN "" ALDOSTERONE ELISA KIT "" UNTUK KEGUNAAN PROF MADYA DR. ELENA AISHA KOD PROJEK: LRGS/1/2021/SKK15/UKM/02/2",Syahirah,ELK Biotech,Elisa Kit,"RM1,620.00","13 June, 2024",Online Bidding,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,"12 June, 2024","14 June, 2024",USM,USMPT/INDUK/24/11213,"TO SUPPLY, DELIVER, INSTALL AND COMMISSIONING PCR MACHINE TO CLINICAL DIAGNOSTIC LABORATORY (CDL), PUSAT PERUBATAN USM BERTAM (PPUSMB)",Choi,Blueray,Gradient TurboCycler 2,"RM20,800.00","13 June, 2024",Online Bidding,No,EPPENDORF ASIA PACIFIC SDN. BHD.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,"12 June, 2024","14 June, 2024",USM,USMPT/INDUK/24/11211,"TO SUPPLY, DELIVER, INSTALL AND COMMISSIONING MEDICAL REFRIGERATOR TO CLINICAL DIAGNOSTIC LABORATORY (CDL), PUSAT PERUBATAN USM BERTAM (PPUSMB)",Choi,Biomether,Refrigerator,"RM8,900.00","13 June, 2024",Online Bidding,No,RIDGE BIOMED SDN BHD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,"13 June, 2024","18 June, 2024",UKM ,NETSDP202412716,"MEMBEKAL DAN MENGHANTAR ELISA KIT UNTUK PROJEK PENYELIDIKAN DR YOU YEE XING MENGGUNAKAN GERAN PERUNTUKAN FRGS/1/2023/SKK06/UKM/02/8
",Syahirah,ELK Biotech,Elisa Kit,"RM1,885.00","14 June, 2024",Online Bidding,No,INSPHIRO TECHNOLOGIES SDN BHD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,"11 June, 2024","18 June, 2024",Makmal Kesihatan Awam Kebangsaan,QT240000000018981,"SEBUT HARGA MEMBEKAL, MENGHANTAR, MEMASANG DAN MENGUJILARI 23 JENIS PERALATAN MAKMAL DI MAKMAL KESIHATAN AWAM VETERINAR KEBANGSAAN, JABATAN PERKHIDMATAN VETERINAR MALAYSIA",ET Lim,,Multiple items,"RM18,481.00","18 June, 2024",Online Bidding,No,BENUA SAINS SDN. BHD.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,"21 June, 2024","24 June, 2024",NIH,SQ240000000560478,"LUNA atm Cell counting Slides, 50 Slides",Syahirah,,Luna counting slide,RM700.00,"21 June, 2024",Online Bidding,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,"21 June, 2024","27 June, 2024",UKM,NETSDP202413254 ,"MEMBEKAL DAN MENGHANTAR BAHAN KIMIA 2 UNTUK AINA NADHIRAH/ DR AKIDAH MENGGUNAKAN PERUNTUKAN HICOE-2023-006, INSTITUT SEL FUEL UKM",Hock Seng,Merck,Spinel powder & Terpineol,"RM6,290.00","24 June, 2024",Online Bidding,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,"19 June, 2024","25 June, 2024",UTAR Sg Long,MK FMHS/RFQ/24/092,Patholgy Slides,ET Lim,Happy Science,Prepared Slides,"RM1,950.00","25 June, 2024",Email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,"21 June, 2024","26 June, 2024",UKM,NETSDP202413255,"MEMBEKAL DAN MENGHANTAR PERALATAN MAKMAL UNTUK AINA NADHIRAH/ DR AKIDAH MENGGUNAKAN PERUNTUKAN HICOE-2023-006, INSTITUT SEL FUEL UKM",Wan Han,Mettler Toledo,Density kit,"RM15,270.00","25 June, 2024",Online Bidding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,"20 June, 2024","26 June, 2024",UTAR ,FS/FGO/EeKY/004,[Invitation] Request for Quotation 20-6-2024 (FS/FGO/EeKY/004),Choi,Simply,consumables,"RM1,665.00","25 June, 2024",Email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,"18 June, 2024","24 June, 2024",UTAR,MK FMHS/RFQ/24/095,Preventive Maintenance for Motic Inverted Microscope,Izad,Motic,PPM,RM750.00,"24 June, 2024",Email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,"24 June, 2024","27 June, 2024",USM,USMPT/INDUK/24/11996,WATER DISTILLER (BASIC WATER STILL W4L WITH METAL HEATER - PUAN NURUL ARLITA KUSHIAR,Megan,Favorit,Water still,"RM2,000.00","25 June, 2024",Online Bidding,No,MODERN-LAB CHEMICALS SDN BHD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,"26 June, 2024","1 July, 2024",UM,S/S07/2024/06/79389,1 PFM (OR) mode for 2 samples Inclusive of: AFM Sample Evaluation for 2 samples image of surface and PFM topography per sample 1 point PFM analysis per sample Sample preparation (Apply Ag paste) Raw data and report,Isyraf,Park Systems,Sample evaluation service,RM500.00,"27 June, 2024",Online Bidding,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,"25 June, 2024","28 June, 2024",SIRIM,EQ-2024-2572,Preventive Maintenance & Service of CO2 Incubator,Zul,Nuaire,CO2 Incubator PPM,"RM2,990.00","27 June, 2024",Online Bidding,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,"27 June, 2024","1 July, 2024",WILMAR,4656699609,"WPP ROTINA BENCHTOP CENTRIFUGE.
",Wan Han,Hettich,Centrifuge ROTINA 380,"RM30,500.00","28 June, 2024",Online Bidding,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,"2 July, 2024","5 July, 2024",UM,D/J83/2024/06/2,"MEMOHON PEMBELIAN PH METER DI MAKMAL PENYELIDIKAN BIOBAHAN.
",Huda,Mettler Toledo,F20,"RM3,600.00","2 July, 2024",Online Bidding,No,AZTEC SINAR SDN BHD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,"2 July, 2024","9 July, 2024",LGM,LGM/SH/BKPT/UPKS/07-002/24,"Membekal Glassware Bagi Projek Phthalate ISTC876
(Test Method CPSC 9.4)",Huda,,Consumables,"RM2,866.00","4 July, 2024",Email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,"4 July, 2024","9 July, 2024",UM,G8/NN01/2024/07/67350,PURCHASE OF LAB EQUIPMENT ETHAN RMF1786-2021,Shahrul,TOB,Quartz tube,"RM1,850.00","5 July, 2024",Online Bidding,No,KSG ELECTRICAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,"5 July, 2024","12 July, 2024",UM,S/S04/2024/07/85983,[KIMIA-23] BAHAN HABIS GUNA BAHAGIAN ALAT MICROWAVE DIGESTER,Shadzrin,CEM,Exhaust blower,"RM3,000.00","5 July, 2024",Online Bidding,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,"4 July, 2024","9 July, 2024",USIM,USIMDP202400551,PEROLEHAN SLIDE PENGAJARAN HISTOLOGI,ET Lim,Happy Science,Prepared Slide,"RM2,792.00","5 July, 2024",Online Bidding,No,JABATAN ANATOMI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,"3 July, 2024","10 July, 2024",UTAR Kampar,FS/FGO/Ismaliza-FRGS/014,RFQ Consumables ,Choi,,Consumables,"RM7,332.00","5 July, 2024",Email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,"5 July, 2024","16 July, 2024",UiTM,UiTM/B2/PER/PT/P/0724/0122,"CADANGAN PERKHIDMATAN BAGI PENYELENGGARAAN PERALATAN-PERALATAN MAKMAL DI FAKULTI FARMASI, UITM CAWANGAN SELANGOR PUNCAK ALAM",Izad,Buchi,Replacement parts,"RM8,380.00","10 July, 2024",Online Bidding,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,"12 July, 2024","17 July, 2024",UKM,NETSDP202415145,MEMBEKAL DAN MENGHANTAR PLANETARY MIXER@PM DR ROZAN MOHAMAD YUNUS MENGGUNAKAN PERUNTUKAN RA-2024-001,Hock Seng,Kakuhunter,SK-300S II,"RM36,000.00","13 July, 2024",Online Bidding,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,"9 July, 2024","16 July, 2024",MPOB,MPOB(SH/PPB/BSRD)12/2024,"MEMBEKAL, MENGHANTAR SERAH, MEMASANG DAN MENGUJILARI SATU (1) UNIT BIOLOGICAL SAFETY CABINET II (BSC II) DAN SATU (1) GROWTH CHAMBER  TERMASUK AKSESORI DI UNIT PATOLOGI TUMBUHAN DAN BIOSEKURITI, BAHAGIAN PENYELIDIKAN BIOLOGI @ KELESTARIAN",Choi,Nuaire/Percival,BSC/ Plant Growth Chamber,"RM188,268.00","16 July, 2024",Hardcopy by Hand,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,"19 July, 2024","23 July, 2024",Radicare,45568,RMSB Microwave Digester,Thaqib,CEM,PPM,"RM1,500.00","19 July, 2024",Online Bidding,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,"10 July, 2024","24 July, 2024",LGM,,Membekalkan perkhidmatan untuk mengsintesis gene protein LcpK30,Choi,Sangon Biotech,Gene syntesis service,"RM2,370.00","23 July, 2024",Email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,"22 July, 2024","25 July, 2024",SIRIM,EQ-2024-3044,EQUIPMENT – AUTOMATED CELL COUNTER,Choi,Logos Biosystem,Luna-II,"RM18,020.00","23 July, 2024",Online Bidding,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,"3 July, 2024","24 July, 2024",USIM,USIMS202400032,PEROLEHAN BAGI 12 PERALATAN UNTUK KEGUNAAN MAKMAL SAINS ASAS DI FAKULTI PERGIGIAN UNIVERSITI SAINS ISLAM MALAYSIA (USIM) KAMPUS PANDAN INDAH DALAM TEMPOH 3 BULAN PEMBEKALAN,ET Lim,Uvitec,Advanced Q9 Allianced,"RM165,700.00","23 July, 2024",Online Bidding,No,"BIOTEK ABADI SDN BHD
INTERSCIENCE SDN. BHD
BIO3 SCIENTIFIC SDN BHD
DMB KEMBARA SDN BHD
CANVIO SDN BHD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,"23 July, 2024","27 July, 2024",UKM,NETSDP202416069,MEMBEKAL DAN MENGHANTAR PERALATAN PENYELIDIKAN PM DR. WONG WAI YIN MENGGUNAKAN GERAN HICOE-2023-003,Shahrul,Pine Reserch,Platinium Ring Assembly,"RM19,880.00","24 July, 2024",Online Bidding,No,ASEPTEC SDN BHD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,"23 July, 2024","27 July, 2024",UKM,NETSDP202416053,MEMBEKAL DAN MENGHANTAR BEKALAN MAKMAL KEPADA PM DR WONG WAI YIN MENGGUNAKAN GERAN RA-2023-001,Shahrul,Pine Reserch,Glassy Carbon Disk Insert,"RM2,680.00","24 July, 2024",Online Bidding,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,"16 July, 2024","24 July, 2024",IJM Construction Sdn Bhd (Hospital Kapar),IJMC/HKS/DSC-083,"SUB-CONTRACT TENDER DOCUMENT
LABORATORY EQUIPMENT WORKS, FOR HOSPITAL KAPAR, SELANGOR",ET Lim,Nuaire,BSC,"RM1,677,000.00","24 July, 2024",Hardcopy by Hand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,"23 July, 2024","29 July, 2024",UKM,NETSDP202416063,"MEMBEKAL DAN MENGHANTAR BAHAN KIMIA, DR. AKIDAH/ AINA NADHIRAH MENGGUNAKAN PERUNTUKAN HICOE-2023-006, INSTITUT SEL FUEL UKM",Isyraf,Sigma,Chemicals,"RM6,495.00","24 July, 2024",Online Bidding,No,NANO LIFE QUEST SDN. BHD.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,"24 July, 2024","26 July, 2024",UKM,NETSDP202416095,"MEMBEKAL DAN MENGHANTAR BAHAN KIMIA KE UNIT FORENSIK, JABATAN PERKHIDMATAN MAKMAL DIAGNOSTIK, HOSPITAL CANSELOR TUANKU MUHRIZ UKM",Shahrul,Sigma,Chemicals,"RM6,600.00","24 July, 2024",Online Bidding,No,ULTIMED SCIENTIFIC SDN BHD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,"24 July, 2024","29 July, 2024",UKM,NETSDP202416127,MEMBEKAL DAN MENGHANTAR BAHAN KIMIA/ BAHAN PAKAI HABIS KEPADA KETUA PROJEK PM. DR. LIM KEAN LONG (INSTITUT SEL FUEL) MENGGUNAKAN PERUNTUKAN FRGS/1/2022/TK08/02/01,Shahrul,Pine Reserch,Glassy Carbon Disk Insert,"RM5,360.00","24 July, 2024",Online Bidding,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,"17 July, 2024","26 July, 2024",UiTM ,UiTM/B2/PER/PT/B/0724/0356,CADANGAN PEMBELIAN PERALATAN MAKMAL UNTUK KEPERLUAN MAKMAL PEMBELAJARAN KIMIA FAKULTI PENDIDIKAN,Syahirah,Ohaus,"Balance, Hot plate","RM12,200.00","25 July, 2024",Online Bidding,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,"24 July, 2024","26 July, 2024",UKM,NETSDP202416147 ,MEMBEKAL DAN MENGHANTAR BARANG PAKAI HABIS UNTUK PENYELIDIKAN DR NG SOOK LUAN (FRGS/1/2023/SKK11/UKM/03/1) FAKULTI PERGIGIAN. NP:FRGS/NSL/01/2024,Syahirah,Simply,consumables,"RM1,330.00","25 July, 2024",Online Bidding,No,BIO-DIAGNOSTICS SDN BHD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,"23 July, 2024","26 July, 2024",USM,USMPT/KESIHATAN/24/14282,"TO SUPPLY, DELIVER, INSTALL AND COMMISSION ONE (1) UNIT BENCHTOP CENTRIFUGE AT SCHOOL OF HEALTH SCIENCES, UNIVERSITI SAINS MALAYSIA (USM), HEALTH CAMPUS, KUBANG KERIAN, KELANTAN.",Syahirah,Dynamica,Centrifuge,"RM38,700.00","26 July, 2024",Online Bidding,No,PREMIER DIAGNOSTICS SDN BHD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,"10 July, 2024","30 July, 2024",UNISZA,UniSZA.400-5/1/2 Jld. 32 (2024-14),"MEMBEKAL, MENGHANTAR, MEMASANG, MENGUJI,
MENGKONFIGURASI, MENGUJILARI, MENTAULIAH DAN
MENYELENGGARA PROTEIN DETERMINATION
(DISTILLATION) SYSTEM UNTUK MAKMAL ANALISIS
CLMC (CALab), PUSAT PENGURUSAN MAKMAL
BERPUSAT (CLMC), UNIVERSITI SULTAN ZAINAL ABIDIN
(UniSZA), KAMPUS PERUBATAN, TERENGGANU",Huda,Buchi,Distillation System,"RM164,000.00","26 July, 2024",Hardcopy by Courier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,"22 July, 2024","28 July, 2024","PEJABAT KESIHATAN SIK, KEDAH",QT240000000023537,"SEBUT HARGA MEMBEKAL, MENGHANTAR, MEMASANG, MENGUJI DAN MENTAULIAH DUA (2) UNIT BIOSAFETY CABINET DI PEJABAT KESIHATAN DAERAH SIK",CHOI,Healforce,BSC,"RM75,000.00","26 July, 2024",Online Bidding,No,CAREMED GLOBAL SDN. BHD.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,"28 July, 2024","29 July, 2024",USM,USMPT/KESIHATAN/24/14691,MEMBEKAL DAN MENGHANTAR KEPERLUAN PENYELIDIKAN (R503-KR-FRG001-0006171366-K134) SITI FARAHAMINAH / PROF. MADYA DR. NURUL ASMA ABDULLAH,Syahirah,Nest,consumables,RM250.00,"29 July, 2024",Online Bidding,No,NANOGENE SOLUTIONS SDN. BHD.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,"25 July, 2024","30 July, 2024",USM,USMPT/INDUK/24/14546,SPECTROPHOTOMETER BRAND: TECHOMP MODEL: S1010 SERIAL NUMBER;7605003 - PUAN AMI MARDIANA OTHMAN,Thaqib,Techcomp,Replacement parts,RM450.00,"29 July, 2024",Online Bidding,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,"25 July, 2024","30 July, 2024",USM,USMPT/INDUK/24/14547,PEMBAIKIAN CENTRIFUGE - ENCIK MUHAMAD NAZRI MAHAMAD ISA,Thaqib,Hettich,Replacement parts,"RM6,650.00","29 July, 2024",Online Bidding,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,"29 July, 2024","3 August, 2024",USM,USMPT/INDUK/24/14770,PENYELENGGARAAN ALATAN DI MAKMAL PPSKH - PUAN SHANTINI / CIK NORAHIZAH,Arif,Kedee,Replacement parts,"RM1,900.00","1 August, 2024",Online Bidding,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,"30 July, 2024","1 August, 2024",UKM,NETSDP202416574 ,"	MEMBEKAL, MENGHANTAR, MEMASANG SERTA MENGUJI 1 UNIT HOTPLATE MAGNETIC STIRRER UNTUK PENYELIDIKAN GGPM-2023-039 PUSAT KAJIAN DIAGNOTIK, TERAPUTIK & PENYIASATAN (CODTIS) FSK UKM",Syahirah,Dlab,Hotplate srirrer,"RM2,120.00","1 August, 2024",Online Bidding,No,PLT SCIENTIFIC SDN BHD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,"30 July, 2024","2 August, 2024",UKM,NETSDP202416670,"MEMBEKAL, MENGHANTAR, MEMASANG, MENGUJI DAN MENTAULIAHGUNA ALAT PENYELIDIKAN KE MAKMAL INBIOSIS, UKM (RP3) : VORTEX",Syahirah,Wiggens,Vortex 3000,RM690.00,"2 August, 2024",Online Bidding,No,BIOTEK ABADI SDN BHD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,"31 July, 2024","2 August, 2024",SIRIM,EQ-2024-3220,"SUPPLY, INSTALLATION, AND COMMISSIONING OF 1 FRIDGE LIEBHERR",Choi,Mether,Refrigerator,"RM7,790.00","2 August, 2024",Online Bidding,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,"31 July, 2024","5 August, 2024",UKM,NETSDP202416721,"MEMBEKAL, MENGHANTAR, MEMASANG, MENGUJI DAN MENTAULIAHGUNA ALAT PENYELIDIKAN KE MAKMAL INBIOSIS, UKM (RP3) : INCUBATOR SHAKER (REFRIGERATED)",Syahirah,Labwit,Incubator shaker,"RM26,220.00","5 August, 2024",Online Bidding,No,BIOTEK ABADI SDN BHD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,"5 August, 2024","6 August, 2024",SIRIM,EQ-2024-3280 ,"REPAIR & SERVICES OF PLANT TOXICITY CHAMBER
Description: REPAIR & SERVICES OF PLANT TOXICITY CHAMBER",Izad,Percival,Replacement parts,"RM18,500.00","5 August, 2024",Online Bidding,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,"1 August, 2024","9 August, 2024",UTAR,FS/FGO/LamMQ/003,RFQ Molecular lab consumables,Choi,,Consumables,"RM2,710.00","6 August, 2024",Email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,"8 August, 2024","12 August, 2024",UKM,NETSDP202417321,"MEMBEKAL DAN MENGHANTAR BARANG PAKAI HABIS KEPADA DR IZATUS SHIMA TAIB CODTIS FSK UKM KL (RAT T, RAT E2 ELISA KIT]",Syahirah,ELK Biotech,Elisa kit,"RM2,750.00","8 August, 2024",Online Bidding,No,INSPHIRO TECHNOLOGIES SDN BHD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,"8 August, 2024","13 August, 2024",UKM,NETSDP202417349,"MEMBEKAL DAN MENGHANTAR BAHAN PAKAI HABIS (TEST SIEVES) UNTUK KEGUNAAN PENYELIDIKAN DR. LEE LOONG CHUEN, PUSAT KAJIAN DIAGNOSTIK, TERAPUTIK DAN PENYIASATAN, FSK, UKM MENGGUNAKAN PERUNTUKAN GP-K016373",Syahirah,GLENAMMER ,test sieve,"RM1,744.00","9 August, 2024",Online Bidding,No,CENCO SAINS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,"5 August, 2024","14 August, 2024",UTAR,KHLEONG/KITARAN/2024/C001,RFQ Test Sieve & Chemical,Megan,Endecotts,Test Sieve,"RM1,220.00","9 August, 2024",Email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,"7 August, 2024","12 August, 2024",SIRIM,EQ-2024-3334,EQUIPMENT – SEMI-MICROBALANCE,Choi,Ohaus,EX225D Microbalance,"RM24,900.00","12 August, 2024",Online Bidding,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,"12 August, 2024","19 August, 2024",UKM,NETSDP202417664 ,"MEMBEKAL, MENGHANTAR, MEMASANG, MENGUJI DAN MENTAULIAHGUNA ALAT PENYELIDIKAN DI INSTITUT BIOLOGI SISTEM, UKM, BANGI - BENCHTOP REFRIGERATED MICROCENTRIFUGE (RP3)",Syahirah,Dynamica,Centrifuge,"RM20,030.00","15 August, 2024",Online Bidding,No,STRAITS SCIENTIFIC (M) SDN BHD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,"14 August, 2024","16 August, 2024",UKM,NETSDP202417857,MEMBEKAL DAN MENGHANTAR PH METER@PROF MADYA DR ROZAN/SHAHIRAH MENGGUNAKAN PERUNTUKAN RA-2024-001,Wan Han,Mettler Toledo,F20,"RM7,140.00","16 August, 2024",Online Bidding,No,HANNA INSTRUMENTS (M) SDN BHD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,"14 August, 2024","16 August, 2024",UKM,NETSDP202418077,MEMBEKAL DAN MENGHANTAR ZIRCONIA BALL@PM DR ROZAN MENGGUNAKAN PERUNTUKAN RA-2024-001,Hock Seng,TOB,Zirconia Ball,"RM1,280.00","19 August, 2024",Online Bidding,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,"19 August, 2024","22 August, 2024",UKM,NETSDP202418157,MEMBEKAL DAN MENGHANTAR DISPLAY QSONICA Q700@PM DR ROZAN MOHAMAD YUNUS MENGGUNAKAN RA-2024-001,Tung,Qsonica,Display replacement,RM600.00,"20 August, 2024",Online Bidding,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,"6 August, 2024","20 August, 2024",SIRIM,SP-0127/2024,"SUPPLY, INSTALLATION, TESTING AND COMMISSIONING OF ULTRA LOW TEMPERATURE FREEZER",Choi,Nuaire,Ultra Low Freezer,"RM111,850.00","20 August, 2024",Online Bidding,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,"19 August, 2024","22 August, 2024",UKM,NETSDP202418105,"MEMBEKAL, MENGHANTAR, MEMASANG, MENGUJI DAN MENTAULIAH GUNA AUTOMATED CELL COUNTER (WITH BRIGHT FIELD MEASUREMENTS) UNTUK PUSAT KAJIAN PENUAAN SIHAT DAN KESEJAHTERAAN (HCARE), ARAS BAWAH, BLOK J, UKM KAMPUS KL DENGAN MENGGUNAKAN PERUNTUKAN HCARE FSK 28 (PM DR. ARIMI FITRI MAT LUDIN)",Syahirah,Logos Biosystem,Luna-II,"RM14,000.00","21 August, 2024",Online Bidding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
